Account,Symbol,OptionType,Strike,Expiry,OpenDate,CloseDate,DaysHeld,OpenPrice,ClosePrice,Premium,BuyToCost,Fees,GrossP&L,NetP&L,OpenQty,CloseQty,Month,Regime,Conviction,PositionType,Result
Account B,ALAB,P,2027-01-15,125.0,2026-04-13,2026-04-24,11,24.08,17.48,2407.29,1748.66,1.37,658.6299999999999,657.2599999999999,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account B,ALAB,P,2027-04-16,145.0,2026-05-13,2026-05-22,9,27.4,18.3,2739.28,1830.66,1.38,908.6200000000001,907.2400000000001,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account B,APLD,P,2027-01-15,20.0,2026-03-09,2026-04-13,35,5.8,4.67,579.34,467.66,1.32,111.68,110.36000000000001,1,1,2026-03,EARLY_BULL,Medium,Put,Breakeven
Account B,ASTS,P,2027-01-15,75.0,2026-01-22,2026-05-22,120,17.85,16.75,1784.34,1675.66,1.32,108.67999999999984,107.35999999999984,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,BE,P,2027-06-17,165.0,2026-04-14,2026-05-01,17,52.78,41.03,5277.23,4103.66,1.4300000000000002,1173.5699999999997,1172.1399999999996,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account B,CCL,P,2027-03-19,23.0,2026-04-24,2026-05-29,35,3.15,2.46,314.33,246.66,1.33,67.66999999999999,66.33999999999999,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Account B,CCL,P,2027-01-15,25.0,2026-01-22,2026-02-03,12,2.82,2.2,281.34,220.66,1.32,60.67999999999998,59.35999999999998,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,COIN,P,2027-05-21,145.0,2026-04-24,2026-05-22,28,26.39,26.05,2638.29,2605.66,1.37,32.63000000000011,31.260000000000108,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Account B,CRM,C,2027-03-19,230.0,2026-05-07,2026-05-13,6,18.18,12.4,1817.3,1240.66,1.3599999999999999,576.6399999999999,575.2799999999999,1,1,2026-05,CAUTIOUS_BULL,High,Call,Win
Account B,CRWD,P,2026-11-20,290.0,2026-02-27,2026-03-09,10,27.2,15.94,2719.34,1594.66,1.32,1124.68,1123.3600000000001,1,1,2026-02,EARLY_BULL,High,Put,Win
Account B,DVN,P,2027-01-15,35.0,2026-01-21,2026-02-03,13,3.67,2.8,366.34,280.66,1.32,85.67999999999995,84.35999999999996,1,1,2026-01,EARLY_BULL,Low,Put,Breakeven
Account B,EWY,P,2027-01-15,110.0,2026-02-03,2026-04-14,70,10.58,8.65,1057.34,865.66,1.32,191.67999999999995,190.35999999999996,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Account B,EWZ,P,2026-12-18,34.0,2026-02-27,2026-04-13,45,2.53,2.14,252.34,214.66,1.32,37.68000000000001,36.36000000000001,1,1,2026-02,EARLY_BULL,Medium,Put,Breakeven
Account B,FSLR,P,2026-12-18,175.0,2026-01-22,2026-05-26,124,15.11,8.7,1510.34,870.66,1.32,639.68,638.3599999999999,1,1,2026-01,EARLY_BULL,Medium,Put,Win
Account B,GEV,P,2027-01-15,560.0,2026-01-22,2026-02-27,36,68.03,37.12,6802.34,3712.66,1.32,3089.6800000000003,3088.36,1,1,2026-01,EARLY_BULL,High,Put,Win
Account B,HOOD,P,2027-03-19,60.0,2026-03-20,2026-04-20,31,11.31,7.03,1130.34,703.66,1.32,426.67999999999995,425.35999999999996,1,1,2026-03,EARLY_BULL,Medium,Put,Win
Account B,HUT,P,2027-06-17,47.0,2026-04-13,2026-04-24,11,12.32,10.26,1231.31,1026.66,1.35,204.64999999999986,203.29999999999987,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account B,HUT,P,2027-06-17,50.0,2026-04-14,2026-05-06,22,12.86,8.45,1285.31,845.66,1.35,439.65,438.29999999999995,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account B,IBIT,P,2027-01-15,35.0,2026-02-04,2026-04-13,68,4.54,3.93,453.34,393.66,1.32,59.67999999999995,58.35999999999995,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Account B,IONQ,P,2027-01-15,22.5,2026-04-13,2026-04-14,1,4.56,3.73,455.33,373.66,1.33,81.66999999999996,80.33999999999996,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Account B,IONQ,P,2027-01-15,25.0,2026-03-20,2026-04-14,25,5.43,4.83,542.34,483.66,1.32,58.68000000000001,57.36000000000001,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account B,IONQ,P,2027-03-19,30.0,2026-05-05,2026-05-12,7,5.83,4.77,582.33,477.66,1.33,104.67000000000002,103.34000000000002,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account B,IONQ,P,2028-01-21,35.0,2026-05-06,2026-05-12,6,11.5,10.85,1149.32,1085.66,1.34,63.659999999999854,62.31999999999985,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account B,JOBY,P,2027-03-19,8.0,2026-05-12,2026-05-18,6,1.58,1.57,157.34,157.66,1.32,-0.3199999999999932,-1.6399999999999932,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account B,MP,P,2027-03-19,50.0,2026-05-18,2026-05-26,8,8.63,7.8,862.32,780.66,1.34,81.66000000000008,80.32000000000008,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account B,MRK,P,2027-01-15,100.0,2026-03-06,2026-04-14,39,7.0,5.6,699.34,560.66,1.32,138.68000000000006,137.36000000000007,1,1,2026-03,EARLY_BULL,Low,Put,Breakeven
Account B,MU,P,2027-09-17,520.0,2026-05-05,2026-05-26,21,126.4,100.0,12639.08,10000.66,1.58,2638.42,2636.84,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account B,NBIS,P,2026-09-18,85.0,2026-01-07,2026-02-27,51,19.87,19.0,1986.34,1900.66,1.32,85.67999999999984,84.35999999999984,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,NU,P,2027-01-15,15.0,2026-01-16,2026-01-21,5,1.7,1.73,169.34,173.66,1.32,-4.319999999999993,-5.6399999999999935,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,NVDA,P,2027-06-17,175.0,2026-04-17,2026-05-13,26,20.72,15.82,2071.3,1582.66,1.3599999999999999,488.6400000000001,487.2800000000001,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account B,NVO,P,2027-03-19,35.0,2026-05-01,2026-05-05,4,2.99,2.84,298.33,284.66,1.33,13.669999999999959,12.339999999999959,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account B,QBTS,P,2027-01-15,12.0,2026-03-13,2026-04-15,33,2.3,1.81,229.34,181.66,1.32,47.68000000000001,46.36000000000001,1,1,2026-03,EARLY_BULL,Medium,Put,Breakeven
Account B,QUBT,P,2027-01-15,8.0,2026-01-02,2026-01-07,5,2.08,1.9,207.34,190.66,1.32,16.680000000000007,15.360000000000007,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,QUBT,P,2027-01-15,8.0,2026-01-22,2026-04-15,83,1.83,1.87,182.34,187.66,1.32,-5.319999999999993,-6.6399999999999935,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,RBRK,P,2027-01-15,52.5,2026-05-12,2026-05-29,17,7.6,5.92,759.32,592.66,1.34,166.66000000000008,165.32000000000008,1,1,2026-05,CAUTIOUS_BULL,Low,Put,Breakeven
Account B,RGTI,P,2026-11-20,15.0,2026-01-07,2026-01-21,14,2.8,2.6,279.34,260.66,1.32,18.67999999999995,17.35999999999995,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,RIOT,P,2028-01-21,13.0,2026-04-24,2026-05-11,17,3.55,2.9,354.33,290.66,1.33,63.66999999999996,62.33999999999996,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Account B,RIOT,P,2028-01-21,15.0,2026-05-01,2026-05-07,6,4.72,3.94,471.33,394.66,1.33,76.66999999999996,75.33999999999996,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account B,RKLB,P,2026-12-18,65.0,2026-01-21,2026-04-17,86,13.89,10.75,1388.34,1075.66,1.32,312.67999999999984,311.35999999999984,1,1,2026-01,EARLY_BULL,High,Put,Win
Account B,RKLB,P,2027-01-15,70.0,2026-05-01,2026-05-11,10,14.86,9.5,1485.31,950.66,1.35,534.65,533.3,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account B,ROKU,P,2027-03-19,85.0,2026-04-14,2026-05-11,27,10.9,6.48,1089.32,648.66,1.34,440.65999999999997,439.32,1,1,2026-04,CAUTIOUS_BULL,Low,Put,Win
Account B,SHOP,P,2027-03-19,95.0,2026-02-27,2026-03-09,10,14.33,12.95,1432.34,1295.66,1.32,136.67999999999984,135.35999999999984,1,1,2026-02,EARLY_BULL,Medium,Put,Breakeven
Account B,SMR,P,2027-01-15,10.0,2026-05-06,2026-05-07,1,2.54,2.41,253.33,241.66,1.33,11.670000000000016,10.340000000000016,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account B,TSM,P,2027-01-15,270.0,2026-03-09,2026-04-14,36,26.05,14.05,2604.34,1405.66,1.32,1198.68,1197.3600000000001,1,1,2026-03,EARLY_BULL,High,Put,Win
Account B,TSM,P,2027-01-15,280.0,2026-01-16,2026-04-24,98,23.9,13.5,2389.34,1350.66,1.32,1038.68,1037.3600000000001,1,1,2026-01,EARLY_BULL,High,Put,Win
Account B,TSM,P,2027-06-17,300.0,2026-04-14,2026-05-11,27,31.36,25.65,3135.28,2565.66,1.38,569.6200000000003,568.2400000000004,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account B,UBER,P,2026-08-21,72.5,2026-01-22,2026-05-06,104,4.3,3.65,429.34,365.66,1.32,63.67999999999995,62.35999999999995,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account B,VST,P,2027-03-19,110.0,2026-03-09,2026-05-26,78,10.49,7.0,1048.34,700.66,1.32,347.67999999999995,346.35999999999996,1,1,2026-03,EARLY_BULL,High,Put,Win
Account B,XOM,P,2026-11-20,125.0,2026-05-01,2026-05-18,17,3.9,2.85,389.33,285.66,1.33,103.66999999999996,102.33999999999996,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account B,ZS,P,2026-12-18,105.0,2026-02-27,2026-03-06,7,11.51,8.65,1150.34,865.66,1.32,284.67999999999995,283.35999999999996,1,1,2026-02,EARLY_BULL,High,Put,Win
Account C,ACHR,P,2027-01-15,7.0,2026-01-02,2026-01-12,10,1.88,1.56,187.34,156.66,1.32,30.680000000000007,29.360000000000007,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account C,ALAB,P,2026-07-17,95.0,2026-02-19,2026-04-10,50,9.87,5.0,986.34,500.66,1.32,485.68,484.36,1,1,2026-02,EARLY_BULL,High,Put,Win
Account C,ALAB,P,2027-01-15,125.0,2026-04-14,2026-04-24,10,23.78,16.87,2377.29,1687.66,1.37,689.6299999999999,688.2599999999999,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account C,ALAB,P,2027-04-16,150.0,2026-05-01,2026-05-22,21,32.81,19.81,3280.27,1981.66,1.3900000000000001,1298.61,1297.2199999999998,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account C,ANET,P,2027-03-19,110.0,2026-04-10,2026-05-01,21,11.1,7.0,1109.32,700.66,1.34,408.65999999999997,407.32,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account C,ASTS,P,2027-01-15,75.0,2026-01-12,2026-05-18,126,22.55,21.35,2254.34,2135.66,1.32,118.68000000000029,117.3600000000003,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Account C,ATEN,P,2026-12-18,22.5,2026-04-14,2026-05-20,36,1.35,1.5,134.34,150.66,1.32,-16.319999999999993,-17.639999999999993,1,1,2026-04,CAUTIOUS_BULL,Low,Put,Breakeven
Account C,EXPE,P,2027-01-15,155.0,2026-02-19,2026-03-06,15,14.0,9.5,1399.34,950.66,1.32,448.67999999999995,447.35999999999996,1,1,2026-02,EARLY_BULL,Low,Put,Win
Account C,HOOD,P,2027-03-19,55.0,2026-04-10,2026-04-20,10,8.1,5.6,809.32,560.66,1.34,248.66000000000008,247.32000000000008,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Win
Account C,IBN,P,2027-01-15,23.0,2026-05-15,2026-05-18,3,0.95,1.15,94.34,115.66,1.32,-21.319999999999993,-22.639999999999993,1,1,2026-05,CAUTIOUS_BULL,Low,Put,Breakeven
Account C,INMD,C,2026-08-21,15.0,2026-01-05,2026-05-07,122,2.13,0.64,212.34,64.66,1.32,147.68,146.36,1,1,2026-01,EARLY_BULL,Low,Call,Breakeven
Account C,IONQ,P,2027-01-15,20.0,2026-03-09,2026-04-14,36,3.31,3.35,330.34,335.66,1.32,-5.32000000000005,-6.64000000000005,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Account C,IONQ,P,2026-11-20,25.0,2026-02-19,2026-02-25,6,5.46,5.21,545.34,521.66,1.32,23.680000000000064,22.360000000000063,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Account C,JD,P,2027-03-19,27.0,2026-04-24,2026-05-20,26,2.36,2.0,235.34,200.66,1.32,34.68000000000001,33.36000000000001,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Account C,LAC,P,2027-01-15,4.5,2026-05-12,2026-05-15,3,1.08,1.06,107.34,106.66,1.32,0.6800000000000068,-0.6399999999999932,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account C,LAC,P,2028-01-21,5.0,2026-05-01,2026-05-06,5,1.67,1.62,166.34,162.66,1.32,3.680000000000007,2.3600000000000065,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account C,MSFT,P,2027-06-17,370.0,2026-05-06,2026-05-29,23,26.58,21.0,2657.29,2100.66,1.37,556.6300000000001,555.2600000000001,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Win
Account C,NKE,C,2026-10-16,52.5,2026-04-01,2026-05-11,40,3.05,2.25,304.34,225.66,1.32,78.67999999999998,77.35999999999999,1,1,2026-04,CAUTIOUS_BULL,High,Call,Breakeven
Account C,QBTS,P,2027-03-19,15.0,2026-05-01,2026-05-22,21,2.24,2.4,223.34,240.66,1.32,-17.319999999999993,-18.639999999999993,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Account C,RIOT,P,2027-01-15,18.0,2026-05-18,2026-05-20,2,3.33,3.35,332.33,335.66,1.33,-3.330000000000041,-4.660000000000041,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Account C,RKLB,P,2027-01-15,60.0,2026-03-06,2026-05-07,62,14.23,9.41,1422.34,941.66,1.32,480.67999999999995,479.35999999999996,1,1,2026-03,EARLY_BULL,High,Put,Win
Account C,RKLB,P,2028-01-21,60.0,2026-04-21,2026-05-11,20,15.72,12.76,1571.31,1276.66,1.35,294.64999999999986,293.29999999999984,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Account C,RKLB,P,2027-03-19,70.0,2026-05-07,2026-05-11,4,14.05,10.69,1404.31,1069.66,1.35,334.64999999999986,333.29999999999984,1,1,2026-05,CAUTIOUS_BULL,High,Put,Win
Account C,TSLA,P,2026-09-18,370.0,2026-01-05,2026-05-06,121,35.3,29.27,3529.34,2927.66,1.32,601.6800000000003,600.3600000000002,1,1,2026-01,EARLY_BULL,Medium,Put,Win
Account C,TWLO,C,2026-04-17,140.0,2026-01-21,2026-02-04,14,5.1,2.88,509.34,288.66,1.32,220.67999999999995,219.35999999999996,1,1,2026-01,EARLY_BULL,Medium,Call,Win
Account C,TWLO,C,2026-09-18,165.0,2026-01-26,2026-02-17,22,11.16,4.25,2230.67,425.66,1.9900000000000002,1805.01,1803.02,2,1,2026-01,EARLY_BULL,Medium,Call,Win
Account C,UBER,P,2027-01-15,65.0,2026-02-25,2026-05-01,65,6.33,4.98,632.34,498.66,1.32,133.68,132.36,1,1,2026-02,EARLY_BULL,Medium,Put,Breakeven
Account C,USAR,P,2027-01-15,17.0,2026-01-29,2026-04-21,82,3.55,3.59,354.34,359.66,1.32,-5.32000000000005,-6.64000000000005,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Account C,USAR,P,2028-01-21,17.0,2026-04-21,2026-04-24,3,6.24,6.6,623.33,660.66,1.33,-37.32999999999993,-38.659999999999926,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Fidelity Rahul,ACHR,P,2027-01-15,5.0,2026-01-20,2026-01-21,1,0.78,0.8,77.33,80.67,1.34,-3.3400000000000034,-4.680000000000003,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Fidelity Rahul,ADBE,C,2026-06-18,300.0,2026-02-24,2026-03-18,22,12.06,6.03,1205.33,603.67,1.34,601.66,600.3199999999999,1,1,2026-02,EARLY_BULL,High,Call,Win
Fidelity Rahul,ADBE,C,2026-12-18,360.0,2026-01-20,2026-02-24,35,22.89,14.34,2288.33,1434.67,1.34,853.6599999999999,852.3199999999998,1,1,2026-01,EARLY_BULL,High,Call,Win
Fidelity Rahul,AMZN,P,2027-01-15,165.0,2026-02-24,2026-04-09,44,8.9,5.42,889.33,542.67,1.34,346.6600000000001,345.3200000000001,1,1,2026-02,EARLY_BULL,High,Put,Win
Fidelity Rahul,AMZN,P,2027-03-19,210.0,2026-04-09,2026-04-29,20,18.7,11.05,1869.29,1105.67,1.38,763.6199999999999,762.2399999999999,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Fidelity Rahul,AMZN,P,2026-12-18,225.0,2026-01-30,2026-04-29,89,20.48,11.82,2047.33,1182.67,1.34,864.6599999999999,863.3199999999998,1,1,2026-01,EARLY_BULL,High,Put,Win
Fidelity Rahul,CRWV,P,2027-03-19,90.0,2026-04-17,2026-05-06,19,18.31,17.0,1830.29,1700.67,1.38,129.6199999999999,128.2399999999999,1,1,2026-04,CAUTIOUS_BULL,Low,Put,Breakeven
Fidelity Rahul,EWY,P,2026-07-17,105.0,2026-01-21,2026-04-09,78,5.8,3.9,579.33,390.67,1.34,188.66000000000003,187.32000000000002,1,1,2026-01,EARLY_BULL,High,Put,Breakeven
Fidelity Rahul,EWZ,P,2027-03-19,35.0,2026-04-09,2026-04-20,11,2.78,2.43,277.33,243.67,1.34,33.66,32.31999999999999,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rahul,IONQ,P,2028-01-21,30.0,2026-04-20,2026-05-12,22,8.81,8.15,880.31,815.67,1.36,64.63999999999999,63.27999999999999,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Fidelity Rahul,IONQ,P,2027-03-19,35.0,2026-05-11,2026-05-12,1,6.78,6.73,677.31,673.67,1.36,3.6399999999999864,2.279999999999986,1,1,2026-05,CAUTIOUS_BULL,High,Put,Breakeven
Fidelity Rahul,IONQ,P,2028-01-21,35.0,2026-04-17,2026-05-04,17,12.16,11.44,1215.3,1144.67,1.37,70.62999999999988,69.25999999999988,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Fidelity Rahul,JD,C,2027-01-15,35.0,2026-01-12,2026-02-13,32,3.48,1.93,347.33,193.67,1.34,153.66,152.32,1,1,2026-01,EARLY_BULL,Medium,Call,Breakeven
Fidelity Rahul,JOBY,P,2027-03-19,8.0,2026-04-28,2026-05-11,13,1.78,1.64,177.33,164.67,1.34,12.660000000000025,11.320000000000025,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rahul,LAC,P,2028-01-21,4.5,2026-04-20,2026-04-28,8,1.45,1.67,144.33,167.67,1.34,-23.339999999999975,-24.679999999999975,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rahul,MU,P,2027-03-19,350.0,2026-03-18,2026-05-05,48,58.8,34.14,5879.33,3414.67,1.34,2464.66,2463.3199999999997,1,1,2026-03,EARLY_BULL,High,Put,Win
Fidelity Rahul,MU,P,2026-11-20,360.0,2026-01-30,2026-04-28,88,63.29,37.18,6328.33,3718.67,1.34,2609.66,2608.3199999999997,1,1,2026-01,EARLY_BULL,High,Put,Win
Fidelity Rahul,MU,P,2027-09-17,370.0,2026-04-28,2026-05-05,7,76.68,59.17,7667.17,5917.67,1.5,1749.5,1748.0,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Fidelity Rahul,NBIS,P,2027-01-15,105.0,2026-04-15,2026-05-06,21,16.5,14.95,1649.29,1495.67,1.38,153.6199999999999,152.2399999999999,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rahul,NKE,C,2026-12-18,60.0,2026-03-16,2026-04-01,16,5.2,2.01,519.33,201.67,1.34,317.6600000000001,316.3200000000001,1,1,2026-03,EARLY_BULL,High,Call,Win
Fidelity Rahul,NKE,C,2027-03-19,60.0,2026-03-16,2026-04-01,16,6.42,2.84,641.33,284.67,1.34,356.66,355.32000000000005,1,1,2026-03,EARLY_BULL,High,Call,Win
Fidelity Rahul,NKE,C,2027-01-15,65.0,2026-03-04,2026-03-16,12,6.0,4.36,599.33,436.67,1.34,162.66000000000003,161.32000000000002,1,1,2026-03,EARLY_BULL,High,Call,Breakeven
Fidelity Rahul,NU,P,2027-01-15,15.0,2026-01-21,2026-01-29,8,1.53,1.31,152.33,131.67,1.34,20.660000000000025,19.320000000000025,1,1,2026-01,EARLY_BULL,Medium,Put,Breakeven
Fidelity Rahul,OKTA,C,2026-09-18,95.0,2026-01-02,2026-02-24,53,8.86,4.84,885.33,484.67,1.34,400.66,399.32000000000005,1,1,2026-01,EARLY_BULL,High,Call,Win
Fidelity Rahul,PYPL,C,2026-11-20,70.0,2026-01-02,2026-02-04,33,5.06,0.99,505.33,99.67,1.34,405.65999999999997,404.32,1,1,2026-01,EARLY_BULL,High,Call,Win
Fidelity Rahul,RGTI,P,2027-03-19,15.0,2026-05-04,2026-05-11,7,3.81,3.48,380.33,348.67,1.34,31.659999999999968,30.31999999999997,1,1,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rahul,RIOT,P,2027-01-15,10.0,2026-03-20,2026-03-25,5,2.02,1.75,201.33,175.67,1.34,25.660000000000025,24.320000000000025,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Fidelity Rahul,RIOT,P,2026-12-18,12.0,2026-02-02,2026-02-24,22,2.59,2.47,258.33,247.67,1.34,10.659999999999997,9.319999999999997,1,1,2026-02,EARLY_BULL,High,Put,Breakeven
Fidelity Rahul,RKLB,P,2027-01-15,60.0,2026-04-17,2026-05-08,21,9.5,7.1,949.31,710.67,1.36,238.64,237.27999999999997,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Fidelity Rahul,RKT,P,2027-03-19,13.0,2026-03-16,2026-04-15,30,2.24,1.95,223.33,195.67,1.34,27.660000000000025,26.320000000000025,1,1,2026-03,EARLY_BULL,Low,Put,Breakeven
Fidelity Rahul,SMR,P,2027-01-15,9.0,2026-05-01,2026-05-06,5,2.05,1.9,408.65,381.35,2.7,27.299999999999955,24.599999999999955,2,2,2026-05,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rahul,STNE,P,2027-01-15,12.0,2026-03-04,2026-04-15,42,1.5,1.29,149.33,129.67,1.34,19.660000000000025,18.320000000000025,1,1,2026-03,EARLY_BULL,Low,Put,Breakeven
Fidelity Rahul,TSM,P,2026-08-21,280.0,2026-01-21,2026-03-18,56,16.71,12.39,1670.33,1239.67,1.34,430.65999999999985,429.3199999999999,1,1,2026-01,EARLY_BULL,High,Put,Win
Fidelity Rahul,USAR,P,2027-01-15,10.0,2026-03-26,2026-04-09,14,1.69,1.4,168.33,140.67,1.34,27.660000000000025,26.320000000000025,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Fidelity Rahul,USAR,P,2027-01-15,15.0,2026-03-02,2026-03-18,16,3.71,3.59,370.33,359.67,1.34,10.659999999999968,9.319999999999968,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Fidelity Rahul,USAR,P,2028-01-21,15.0,2026-04-17,2026-04-28,11,5.69,5.01,568.31,501.67,1.36,66.63999999999993,65.27999999999993,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Fidelity Rajul,ACHR,P,2027-01-15,5.0,2026-03-10,2026-04-08,29,1.01,1.12,100.33,112.67,1.34,-12.340000000000003,-13.680000000000003,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Fidelity Rajul,ACHR,P,2027-01-15,5.0,2026-03-10,2026-04-08,29,0.88,1.12,87.33,112.67,1.34,-25.340000000000003,-26.680000000000003,1,1,2026-03,EARLY_BULL,High,Put,Breakeven
Fidelity Rajul,AMZN,P,2026-11-20,220.0,2026-02-02,2026-04-29,86,17.05,9.6,1704.33,960.67,1.34,743.66,742.3199999999999,1,1,2026-02,EARLY_BULL,High,Put,Win
Fidelity Rajul,APLD,P,2027-06-17,20.0,2026-04-08,2026-05-22,44,5.0,3.8,499.31,380.67,1.36,118.63999999999999,117.27999999999999,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rajul,ASTS,P,2027-03-19,80.0,2026-04-08,2026-05-22,44,22.86,21.0,2285.28,2100.67,1.3900000000000001,184.61000000000013,183.22000000000014,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
Fidelity Rajul,FMC,C,2027-01-15,17.5,2026-02-19,2026-05-12,82,2.95,1.6,294.33,160.67,1.34,133.66,132.32,1,1,2026-02,EARLY_BULL,Low,Call,Breakeven
Fidelity Rajul,IONQ,P,2026-09-18,35.0,2026-04-20,2026-05-06,16,4.75,4.2,474.33,420.67,1.34,53.65999999999997,52.319999999999965,1,1,2026-04,CAUTIOUS_BULL,High,Put,Breakeven
Fidelity Rajul,MDXG,C,2026-06-18,5.0,2026-01-16,2026-04-08,82,1.27,0.31,126.33,31.02,0.6900000000000001,95.31,94.62,1,1,2026-01,EARLY_BULL,Low,Call,Breakeven
Fidelity Rajul,NFLX,P,2026-12-18,70.0,2026-02-02,2026-04-08,65,4.35,2.21,434.33,221.67,1.34,212.66,211.32,1,1,2026-02,EARLY_BULL,High,Put,Win
Fidelity Rajul,NVDA,P,2027-06-17,185.0,2026-04-17,2026-05-20,33,25.0,18.72,2499.27,1872.67,1.4,626.5999999999999,625.1999999999999,1,1,2026-04,CAUTIOUS_BULL,High,Put,Win
Fidelity Rajul,OKLO,P,2028-01-21,50.0,2026-04-29,2026-05-20,21,16.3,15.87,1629.29,1587.67,1.38,41.61999999999989,40.23999999999989,1,1,2026-04,CAUTIOUS_BULL,Low,Put,Breakeven
Fidelity Rajul,SMR,P,2028-01-21,10.0,2026-04-29,2026-05-20,21,4.15,4.53,414.33,453.67,1.34,-39.34000000000003,-40.680000000000035,1,1,2026-04,CAUTIOUS_BULL,Medium,Put,Breakeven
