Symbol,OptionType,Strike,OpenDate,CloseDate,DaysHeld,Premium,Cost,NetPnL,ProfitPct,VIX,VIXBucket,RSI,RSIBucket
UNH,C,2026-12-18,2026-01-27,2026-04-28,91,2349.34,6220.66,-3871.3199999999997,-1.6478330084193857,16.350000381469727,<20 (bull),25.833279358336327,<30 (oversold)
UNH,P,2027-03-19,2026-06-01,2026-06-10,9,2253.29,1660.66,592.6299999999999,0.26300653710796207,16.049999237060547,<20 (bull),46.43855862218223,30-70 (neutral)
UNH,C,2027-03-19,2026-04-07,2026-04-28,21,3070.28,6295.66,-3225.3799999999997,-1.0505165652644057,25.780000686645508,20-35 (pause zone),62.182740274230284,30-70 (neutral)
UNH,P,2026-11-20,2026-05-14,2026-06-08,25,1801.3,1600.66,200.63999999999987,0.11138622106256586,17.260000228881836,<20 (bull),83.23549646051269,>70 (overbought)
UNH,P,2026-11-20,2026-06-15,2026-06-26,11,1662.31,1350.66,311.64999999999986,0.1874800729105882,16.200000762939453,<20 (bull),77.08398322163718,>70 (overbought)
UNH,C,2027-03-19,2026-04-28,2026-06-23,56,3224.27,5400.66,-2176.39,-0.675002403644856,17.829999923706055,<20 (bull),94.05706106076705,>70 (overbought)
UNH,C,2026-12-18,2026-04-28,2026-04-29,1,1859.3,1859.66,-0.36000000000012733,-0.0001936212553112071,17.829999923706055,<20 (bull),94.05706106076705,>70 (overbought)
VRT,P,2026-08-21,2026-06-09,2026-06-15,6,944.32,670.66,273.6600000000001,0.28979583192138264,19.8700008392334,<20 (bull),33.00829891764825,30-70 (neutral)
VST,P,2026-12-18,2026-03-18,2026-05-27,70,528.34,416.66,111.68,0.21137903622667223,25.09000015258789,20-35 (pause zone),43.6528871144467,30-70 (neutral)
VST,P,2027-03-19,2026-03-10,2026-06-18,100,1249.34,1120.66,128.67999999999984,0.10299838314630112,24.93000030517578,20-35 (pause zone),43.94740702377281,30-70 (neutral)
VST,P,2026-09-18,2026-01-09,2026-04-14,95,1600.34,1524.66,75.67999999999984,0.04728995088543674,14.489999771118164,<20 (bull),50.1817494035286,30-70 (neutral)
VST,C,2026-09-18,2026-04-09,2026-04-21,12,814.32,617.66,196.66000000000008,0.24150211219176745,19.489999771118164,<20 (bull),37.444188296813955,30-70 (neutral)
VST,C,2026-12-18,2026-05-08,2026-05-15,7,829.32,600.66,228.66000000000008,0.27571986687888883,17.190000534057617,<20 (bull),39.09291214684295,30-70 (neutral)
VST,C,2026-12-18,2026-03-18,2026-03-26,8,1389.34,725.66,663.68,0.47769444484431456,25.09000015258789,20-35 (pause zone),43.6528871144467,30-70 (neutral)
VST,C,2027-03-19,2026-04-22,2026-05-11,19,1229.31,945.66,283.65,0.2307391951582595,18.920000076293945,<20 (bull),52.474961471249344,30-70 (neutral)
XLE,P,2026-11-20,2026-05-14,2026-05-22,8,614.66,507.32,107.33999999999997,0.17463313051117688,17.260000228881836,<20 (bull),55.71428727130444,30-70 (neutral)
XLE,P,2026-12-18,2026-05-20,2026-06-16,27,309.33,501.66,-192.33000000000004,-0.6217631655513531,17.440000534057617,<20 (bull),50.61323639911504,30-70 (neutral)
XLE,C,2027-01-15,2026-03-13,2026-04-17,35,458.34,219.66,238.67999999999998,0.5207487891085221,27.190000534057617,20-35 (pause zone),68.88885121293039,30-70 (neutral)
XLE,C,2026-12-31,2026-03-09,2026-04-17,39,267.34,109.66,157.67999999999998,0.5898107279120222,25.5,20-35 (pause zone),71.66944566668982,>70 (overbought)
XOM,P,2026-12-18,2026-05-04,2026-05-15,11,439.33,350.66,88.66999999999996,0.2018300594086449,18.290000915527344,<20 (bull),59.07792318558265,30-70 (neutral)
XYZ,P,2027-01-15,2026-03-10,2026-04-21,42,669.34,448.66,220.68,0.3296979113753847,24.93000030517578,20-35 (pause zone),73.86636351386949,>70 (overbought)
XYZ,P,2026-12-18,2026-04-21,2026-05-11,20,663.33,581.66,81.67000000000007,0.12312122171468208,19.5,<20 (bull),79.2024258473597,>70 (overbought)
XYZ,C,2026-09-18,2026-03-06,2026-03-26,20,1598.67,1151.32,447.35000000000014,0.2798263556581409,29.489999771118164,20-35 (pause zone),79.42330274738475,>70 (overbought)
ZBH,C,2026-09-18,2026-01-30,2026-04-28,88,523.34,210.66,312.68000000000006,0.597470095922345,17.440000534057617,<20 (bull),28.93586638106487,<30 (oversold)
ZS,P,2026-06-18,2026-03-10,2026-04-08,29,392.34,445.66,-53.32000000000005,-0.13590253351684778,24.93000030517578,20-35 (pause zone),42.067059123210754,30-70 (neutral)
ZS,C,2026-12-18,2026-03-24,2026-04-13,20,1886.34,1064.66,821.6799999999998,0.43559485564638395,26.950000762939453,20-35 (pause zone),30.038005579179867,30-70 (neutral)
ZS,C,2026-08-21,2026-03-10,2026-03-24,14,1129.34,625.66,503.67999999999995,0.4459950059326686,24.93000030517578,20-35 (pause zone),42.067059123210754,30-70 (neutral)
